Id,Claw_length_cm,Size_cm,Tail_length_cm,Weight_kg,Specie,Sub_specie,Sub_specie_category,Endangered
2274,6.868,61.071,6.311,5.862,three_toed,Brown-throated sloth,1,least_concern
2275,8.524,61.206,5.27,3.416,three_toed,Brown-throated sloth,1,least_concern
2276,8.557,60.454,5.646,6.21,three_toed,Brown-throated sloth,1,least_concern
2277,6.679,62.373,4.93,3.104,three_toed,Brown-throated sloth,1,least_concern
2278,9.312,59.369,6.015,3.825,three_toed,Brown-throated sloth,1,least_concern
2279,8.735,59.668,6.764,6.416,three_toed,Brown-throated sloth,1,least_concern
2280,7.883,58.293,7.001,3.409,three_toed,Brown-throated sloth,1,least_concern
2281,6.614,62.555,5.534,3.813,three_toed,Brown-throated sloth,1,least_concern
2282,7.149,63.035,6.144,6.487,three_toed,Brown-throated sloth,1,least_concern
2283,8.167,61.743,6.612,3.738,three_toed,Brown-throated sloth,1,least_concern
2284,8.565,62.854,7.754,4.699,three_toed,Brown-throated sloth,1,least_concern
2285,8.943,61.143,6.083,4.764,three_toed,Brown-throated sloth,1,least_concern
2286,7.87,60.277,4.069,4.627,three_toed,Brown-throated sloth,1,least_concern
2287,7.018,61.946,4.753,3.261,three_toed,Brown-throated sloth,1,least_concern
2288,9.371,62.025,5.385,3.997,three_toed,Brown-throated sloth,1,least_concern
2289,6.412,61.881,6.028,2.842,three_toed,Brown-throated sloth,1,least_concern
2290,5.475,62.268,7.593,2.8,three_toed,Brown-throated sloth,1,least_concern
2291,7.565,60.484,6.226,3.953,three_toed,Brown-throated sloth,1,least_concern
2292,7.524,61.158,4.927,3.518,three_toed,Brown-throated sloth,1,least_concern
2293,8.555,59.911,6.569,4.823,three_toed,Brown-throated sloth,1,least_concern
2294,8.37,60.363,6.755,3.463,three_toed,Brown-throated sloth,1,least_concern
2295,7.753,61.944,5.303,2.972,three_toed,Brown-throated sloth,1,least_concern
2296,7.024,62.478,4.339,5.744,three_toed,Brown-throated sloth,1,least_concern
2297,6.76,62.712,4.475,3.571,three_toed,Brown-throated sloth,1,least_concern
2298,5.603,60.49,6.371,3.921,three_toed,Brown-throated sloth,1,least_concern
2299,6.117,61.692,5.872,4.235,three_toed,Brown-throated sloth,1,least_concern
2300,5.132,60.851,5.502,5.38,three_toed,Brown-throated sloth,1,least_concern
2301,8.868,61.974,6.143,4.893,three_toed,Brown-throated sloth,1,least_concern
2302,6.873,61.627,6.214,4.662,three_toed,Brown-throated sloth,1,least_concern
2303,8.006,61.343,5.084,5.754,three_toed,Brown-throated sloth,1,least_concern
2304,7.077,60.77,5.058,3.346,three_toed,Brown-throated sloth,1,least_concern
2305,7.05,62.014,5.868,4.776,three_toed,Brown-throated sloth,1,least_concern
2306,7.638,59.464,6.436,3.721,three_toed,Brown-throated sloth,1,least_concern
2307,9.405,61.762,6.29,4.784,three_toed,Brown-throated sloth,1,least_concern
2308,7.071,59.714,5.54,4.83,three_toed,Brown-throated sloth,1,least_concern
2309,7.289,61.753,5.621,3.641,three_toed,Brown-throated sloth,1,least_concern
2310,7.253,60.448,5.655,4.887,three_toed,Brown-throated sloth,1,least_concern
2311,7.823,59.92,6.012,3.93,three_toed,Brown-throated sloth,1,least_concern
2312,7.625,63.08,5.364,3.328,three_toed,Brown-throated sloth,1,least_concern
2313,5.956,61.417,5.509,5.168,three_toed,Brown-throated sloth,1,least_concern
2314,8.749,60.237,6.072,3.812,three_toed,Brown-throated sloth,1,least_concern
2315,8.251,61.359,6.555,5.206,three_toed,Brown-throated sloth,1,least_concern
2316,8.4,62.081,5.642,4.933,three_toed,Brown-throated sloth,1,least_concern
2317,6.591,61.917,4.839,4.711,three_toed,Brown-throated sloth,1,least_concern
2318,8.53,61.231,6.303,4.554,three_toed,Brown-throated sloth,1,least_concern
2319,8.287,60.266,4.549,2.799,three_toed,Brown-throated sloth,1,least_concern
2320,5.76,61.469,4.872,2.946,three_toed,Brown-throated sloth,1,least_concern
2321,7.49,60.479,6.262,4.951,three_toed,Brown-throated sloth,1,least_concern
2322,7.25,61.388,7.181,4.092,three_toed,Brown-throated sloth,1,least_concern
2323,7.889,61.81,5.556,5.297,three_toed,Brown-throated sloth,1,least_concern
2324,7.454,60.843,5.971,4.631,three_toed,Brown-throated sloth,1,least_concern
2325,8.809,59.751,6.278,4.843,three_toed,Brown-throated sloth,1,least_concern
2326,8.019,60.729,6.163,3.661,three_toed,Brown-throated sloth,1,least_concern
2327,6.744,60.577,7.531,3.671,three_toed,Brown-throated sloth,1,least_concern
2328,9.991,60.03,6.141,3.062,three_toed,Brown-throated sloth,1,least_concern
2329,7.092,61.341,6.45,4.247,three_toed,Brown-throated sloth,1,least_concern
2330,6.58,61.744,4.798,3.808,three_toed,Brown-throated sloth,1,least_concern
2331,7.719,62.777,7.272,3.96,three_toed,Brown-throated sloth,1,least_concern
2332,7.558,62.429,3.877,5.545,three_toed,Brown-throated sloth,1,least_concern
2333,5.912,62.13,6.144,5.009,three_toed,Brown-throated sloth,1,least_concern
2334,8.452,61.9,4.69,5.481,three_toed,Brown-throated sloth,1,least_concern
2335,8.73,59.662,5.706,4.164,three_toed,Brown-throated sloth,1,least_concern
2336,7.651,59.085,6.108,5.006,three_toed,Brown-throated sloth,1,least_concern
2337,6.188,60.286,6.282,3.403,three_toed,Brown-throated sloth,1,least_concern
2338,9.22,60.085,6.474,5.502,three_toed,Brown-throated sloth,1,least_concern
2339,4.447,60.823,5.649,3.871,three_toed,Brown-throated sloth,1,least_concern
2340,7.964,59.257,7.28,4.628,three_toed,Brown-throated sloth,1,least_concern
2341,8.134,60.383,4.788,4.941,three_toed,Brown-throated sloth,1,least_concern
2342,8.59,60.496,5.419,4.723,three_toed,Brown-throated sloth,1,least_concern
2343,7.487,60.788,6.364,4.621,three_toed,Brown-throated sloth,1,least_concern
2344,6.644,60.903,5.233,5.838,three_toed,Brown-throated sloth,1,least_concern
2345,8.659,60.153,4.935,4.556,three_toed,Brown-throated sloth,1,least_concern
2346,8.758,61.454,4.974,3.024,three_toed,Brown-throated sloth,1,least_concern
2347,7.593,61.363,5.332,3.786,three_toed,Brown-throated sloth,1,least_concern
2348,7.947,61.114,5.943,3.907,three_toed,Brown-throated sloth,1,least_concern
2349,7.594,60.225,6.588,5.013,three_toed,Brown-throated sloth,1,least_concern
2350,9.071,60.626,5.599,4.435,three_toed,Brown-throated sloth,1,least_concern
2351,7.707,60.106,5.276,5.057,three_toed,Brown-throated sloth,1,least_concern
2352,7.151,59.864,4.89,4.767,three_toed,Brown-throated sloth,1,least_concern
2353,7.79,60.202,6.861,4.619,three_toed,Brown-throated sloth,1,least_concern
2354,7.802,61.728,5.502,3.655,three_toed,Brown-throated sloth,1,least_concern
2355,6.259,58.618,6.632,4.146,three_toed,Brown-throated sloth,1,least_concern
2356,7.837,60.021,6.627,4.897,three_toed,Brown-throated sloth,1,least_concern
2357,6.794,61.215,5.477,5.119,three_toed,Brown-throated sloth,1,least_concern
2358,6.293,61.252,8.165,4.41,three_toed,Brown-throated sloth,1,least_concern
2359,7.144,59.783,6.203,4.615,three_toed,Brown-throated sloth,1,least_concern
2360,5.793,60.488,6.366,6.21,three_toed,Brown-throated sloth,1,least_concern
2361,6.251,60.536,6.12,4.823,three_toed,Brown-throated sloth,1,least_concern
2362,8.035,60.875,4.158,5.644,three_toed,Brown-throated sloth,1,least_concern
2363,7.241,59.358,6.305,4.661,three_toed,Brown-throated sloth,1,least_concern
2364,6.867,62.109,6.955,3.523,three_toed,Brown-throated sloth,1,least_concern
2365,7.089,60.851,4.372,4.654,three_toed,Brown-throated sloth,1,least_concern
2366,7.495,61.379,5.603,4.739,three_toed,Brown-throated sloth,1,least_concern
2367,7.27,63.697,6.531,4.091,three_toed,Brown-throated sloth,1,least_concern
2368,6.074,59.971,6.442,4.946,three_toed,Brown-throated sloth,1,least_concern
2369,6.559,62.479,5.695,4.148,three_toed,Brown-throated sloth,1,least_concern
2370,9.089,61.728,6.575,3.797,three_toed,Brown-throated sloth,1,least_concern
2371,5.964,60.921,6.95,4.709,three_toed,Brown-throated sloth,1,least_concern
2372,8.123,59.89,5.462,5.582,three_toed,Brown-throated sloth,1,least_concern
2373,6.807,60.583,5.452,3.406,three_toed,Brown-throated sloth,1,least_concern
2374,8.596,61.966,4.916,2.748,three_toed,Brown-throated sloth,1,least_concern
2375,7.276,60.951,6.345,4.549,three_toed,Brown-throated sloth,1,least_concern
2376,7.712,61.669,5.154,2.472,three_toed,Brown-throated sloth,1,least_concern
2377,8.219,60.716,6.807,4.609,three_toed,Brown-throated sloth,1,least_concern
2378,6.541,60.621,6.066,5.135,three_toed,Brown-throated sloth,1,least_concern
2379,6.982,61.233,5.571,4.587,three_toed,Brown-throated sloth,1,least_concern
2380,7.145,62.519,5.817,2.931,three_toed,Brown-throated sloth,1,least_concern
2381,7.055,60.499,5.859,5.875,three_toed,Brown-throated sloth,1,least_concern
2382,5.825,61.389,5.691,4.857,three_toed,Brown-throated sloth,1,least_concern
2383,7.635,61.103,6.325,3.251,three_toed,Brown-throated sloth,1,least_concern
2384,9.899,61.02,6.944,4.521,three_toed,Brown-throated sloth,1,least_concern
2385,9.193,62.923,7.498,3.42,three_toed,Brown-throated sloth,1,least_concern
2386,8.435,63.497,5.084,3.958,three_toed,Brown-throated sloth,1,least_concern
2387,7.961,59.669,5.076,4.998,three_toed,Brown-throated sloth,1,least_concern
2388,7.197,60.097,4.656,5.939,three_toed,Brown-throated sloth,1,least_concern
2389,8.835,60.013,5.272,4.537,three_toed,Brown-throated sloth,1,least_concern
2390,6.882,61.409,5.705,3.986,three_toed,Brown-throated sloth,1,least_concern
2391,7.14,60.352,4.974,2.753,three_toed,Brown-throated sloth,1,least_concern
2392,8.274,62.427,4.721,3.716,three_toed,Brown-throated sloth,1,least_concern
2393,8.806,59.394,5.166,4.162,three_toed,Brown-throated sloth,1,least_concern
2394,6.944,59.805,5.364,3.767,three_toed,Brown-throated sloth,1,least_concern
2395,7.979,60.336,6.549,4.909,three_toed,Brown-throated sloth,1,least_concern
2396,8.33,60.675,7.111,4.408,three_toed,Brown-throated sloth,1,least_concern
2397,9.057,61.571,5.724,3.268,three_toed,Brown-throated sloth,1,least_concern
2398,6.225,61.03,5.356,3.816,three_toed,Brown-throated sloth,1,least_concern
2399,7.93,61.284,7.722,4.934,three_toed,Brown-throated sloth,1,least_concern
2400,7.441,60.426,6.938,2.595,three_toed,Brown-throated sloth,1,least_concern
2401,8.622,59.613,4.949,4.039,three_toed,Brown-throated sloth,1,least_concern
2402,6.341,60.639,6.79,4.098,three_toed,Brown-throated sloth,1,least_concern
2403,8.545,60.296,3.126,4.614,three_toed,Brown-throated sloth,1,least_concern
2404,7.498,61.677,7.152,3.357,three_toed,Brown-throated sloth,1,least_concern
2405,5.147,63.029,6.289,5.08,three_toed,Brown-throated sloth,1,least_concern
2406,8.472,62.125,4.281,4.322,three_toed,Brown-throated sloth,1,least_concern
2407,7.028,60.892,4.961,4.624,three_toed,Brown-throated sloth,1,least_concern
2408,7.836,61.367,6.219,4.923,three_toed,Brown-throated sloth,1,least_concern
2409,8.312,63.04,6.962,3.261,three_toed,Brown-throated sloth,1,least_concern
2410,7.399,60.814,4.864,5.112,three_toed,Brown-throated sloth,1,least_concern
2411,8.462,59.705,6.087,1.308,three_toed,Brown-throated sloth,1,least_concern
2412,5.876,61.531,4.787,3.721,three_toed,Brown-throated sloth,1,least_concern
2413,9.234,59.559,5.037,4.524,three_toed,Brown-throated sloth,1,least_concern
2414,9.205,60.31,4.825,3.53,three_toed,Brown-throated sloth,1,least_concern
2415,7.561,61.383,3.959,5.119,three_toed,Brown-throated sloth,1,least_concern
2416,6.264,62.026,6.572,3.355,three_toed,Brown-throated sloth,1,least_concern
2417,6.989,61.925,5.772,3.421,three_toed,Brown-throated sloth,1,least_concern
2418,6.577,62.327,3.899,3.019,three_toed,Brown-throated sloth,1,least_concern
2419,7.803,60.875,5.672,4.716,three_toed,Brown-throated sloth,1,least_concern
2420,4.731,61.292,5.471,4.294,three_toed,Brown-throated sloth,1,least_concern
2421,6.276,60.674,6.193,3.174,three_toed,Brown-throated sloth,1,least_concern
2422,6.882,61.812,5.35,4.346,three_toed,Brown-throated sloth,1,least_concern
2423,7.473,61.829,6.2,4.298,three_toed,Brown-throated sloth,1,least_concern
2424,6.688,62.175,6.236,4.538,three_toed,Brown-throated sloth,1,least_concern
2425,6.903,61.126,4.933,4.386,three_toed,Brown-throated sloth,1,least_concern
2426,6.848,60.982,5.189,3.733,three_toed,Brown-throated sloth,1,least_concern
2427,7.883,61.796,5.801,3.815,three_toed,Brown-throated sloth,1,least_concern
2428,6.182,61.175,6.279,3.65,three_toed,Brown-throated sloth,1,least_concern
2429,7.525,61.126,6.792,3.355,three_toed,Brown-throated sloth,1,least_concern
2430,4.705,61.417,4.746,3.859,three_toed,Brown-throated sloth,1,least_concern
2431,8.08,62.21,6.161,5.876,three_toed,Brown-throated sloth,1,least_concern
2432,6.641,59.059,7.863,4.045,three_toed,Brown-throated sloth,1,least_concern
2433,6.586,61.751,5.097,5.424,three_toed,Brown-throated sloth,1,least_concern
2434,9.398,63.496,6.23,2.274,three_toed,Brown-throated sloth,1,least_concern
2435,7.22,62.884,5.7,4.452,three_toed,Brown-throated sloth,1,least_concern
2436,6.734,60.777,5.003,2.939,three_toed,Brown-throated sloth,1,least_concern
2437,7.652,60.377,6.021,4.502,three_toed,Brown-throated sloth,1,least_concern
2438,7.113,61.82,5.378,3.039,three_toed,Brown-throated sloth,1,least_concern
2439,7.471,60.56,5.86,4.996,three_toed,Brown-throated sloth,1,least_concern
2440,7.11,60.185,3.208,4.292,three_toed,Brown-throated sloth,1,least_concern
2441,6.78,61.71,5.632,3.476,three_toed,Brown-throated sloth,1,least_concern
2442,7.977,62.336,5.354,4.437,three_toed,Brown-throated sloth,1,least_concern
2443,6.603,60.158,3.784,4.232,three_toed,Brown-throated sloth,1,least_concern
2444,6.635,59.205,5.657,5.282,three_toed,Brown-throated sloth,1,least_concern
2445,5.708,61.71,4.626,3.992,three_toed,Brown-throated sloth,1,least_concern
2446,6.497,58.676,6.766,4.827,three_toed,Brown-throated sloth,1,least_concern
2447,8.127,60.91,6.438,4.798,three_toed,Brown-throated sloth,1,least_concern
2448,8.253,59.949,6.465,5.541,three_toed,Brown-throated sloth,1,least_concern
2449,9.02,62.132,7.859,5.265,three_toed,Brown-throated sloth,1,least_concern
2450,6.277,60.414,5.269,2.186,three_toed,Brown-throated sloth,1,least_concern
2451,8.076,61.158,5.02,5.709,three_toed,Brown-throated sloth,1,least_concern
2452,7.291,62.961,6.921,4.552,three_toed,Brown-throated sloth,1,least_concern
2453,6.391,61.569,4.843,4.833,three_toed,Brown-throated sloth,1,least_concern
2454,6.686,60.074,5.732,4.448,three_toed,Brown-throated sloth,1,least_concern
2455,6.685,59.82,6.855,4.22,three_toed,Brown-throated sloth,1,least_concern
2456,9.237,61.494,5.294,3.489,three_toed,Brown-throated sloth,1,least_concern
2457,8.149,61.893,5.738,4.804,three_toed,Brown-throated sloth,1,least_concern
2458,7.557,61.346,5.173,3.955,three_toed,Brown-throated sloth,1,least_concern
2459,6.712,61.243,5.589,5.493,three_toed,Brown-throated sloth,1,least_concern
2460,9.133,60.732,6.1,2.761,three_toed,Brown-throated sloth,1,least_concern
2461,6.859,62.306,7.771,3.794,three_toed,Brown-throated sloth,1,least_concern
2462,7.194,60.768,4.89,1.848,three_toed,Brown-throated sloth,1,least_concern
2463,9.323,61.272,5.395,5.001,three_toed,Brown-throated sloth,1,least_concern
2464,6.723,61.848,6.139,3.412,three_toed,Brown-throated sloth,1,least_concern
2465,6.822,60.63,6.199,3.514,three_toed,Brown-throated sloth,1,least_concern
2466,8.848,61.204,4.845,3.762,three_toed,Brown-throated sloth,1,least_concern
2467,6.559,59.698,7.468,3.771,three_toed,Brown-throated sloth,1,least_concern
2468,7.797,59.963,5.517,4.037,three_toed,Brown-throated sloth,1,least_concern
2469,8.408,62.477,6.323,4.45,three_toed,Brown-throated sloth,1,least_concern
2470,7.15,62.434,6.548,5.823,three_toed,Brown-throated sloth,1,least_concern
2471,5.919,61.401,6.399,4.023,three_toed,Brown-throated sloth,1,least_concern
2472,7.349,61.087,5.304,3.305,three_toed,Brown-throated sloth,1,least_concern
2473,6.063,61.389,7.142,4.72,three_toed,Brown-throated sloth,1,least_concern
2474,6.956,58.665,7.18,2.366,three_toed,Brown-throated sloth,1,least_concern
2475,8.299,63.829,7.452,2.844,three_toed,Brown-throated sloth,1,least_concern
2476,6.631,61.311,8.053,3.742,three_toed,Brown-throated sloth,1,least_concern
2477,6.646,60.706,6.769,4.884,three_toed,Brown-throated sloth,1,least_concern
2478,7.562,62.628,5.941,3.182,three_toed,Brown-throated sloth,1,least_concern
2479,7.074,61.834,6.532,6.59,three_toed,Brown-throated sloth,1,least_concern
2480,6.286,60.729,4.153,5.461,three_toed,Brown-throated sloth,1,least_concern
2481,8.336,61.847,5.178,3.269,three_toed,Brown-throated sloth,1,least_concern
2482,7.647,62.391,4.315,4.944,three_toed,Brown-throated sloth,1,least_concern
2483,7.309,61.124,6.193,5.779,three_toed,Brown-throated sloth,1,least_concern
2484,5.652,60.462,5.283,4.643,three_toed,Brown-throated sloth,1,least_concern
2485,6.87,60.375,6.424,3.29,three_toed,Brown-throated sloth,1,least_concern
2486,7.38,61.559,5.384,3.817,three_toed,Brown-throated sloth,1,least_concern
2487,7.861,60.789,4.103,3.765,three_toed,Brown-throated sloth,1,least_concern
2488,9.13,61.826,5.213,5.502,three_toed,Brown-throated sloth,1,least_concern
2489,7.336,59.474,6.859,3.936,three_toed,Brown-throated sloth,1,least_concern
2490,7.64,61.425,5.635,2.829,three_toed,Brown-throated sloth,1,least_concern
2491,8.64,60.609,5.881,4.519,three_toed,Brown-throated sloth,1,least_concern
2492,8.048,61.297,4.139,5.738,three_toed,Brown-throated sloth,1,least_concern
2493,8.072,61.773,5.239,4.702,three_toed,Brown-throated sloth,1,least_concern
2494,6.643,61.585,4.703,3.987,three_toed,Brown-throated sloth,1,least_concern
2495,8.079,61.446,5.033,5.246,three_toed,Brown-throated sloth,1,least_concern
2496,6.399,61.132,4.972,4.18,three_toed,Brown-throated sloth,1,least_concern
2497,7.57,59.831,8.538,3.896,three_toed,Brown-throated sloth,1,least_concern
2498,8.499,60.193,5.742,5.129,three_toed,Brown-throated sloth,1,least_concern
2499,6.641,61.565,5.98,5.492,three_toed,Brown-throated sloth,1,least_concern
2500,8.523,59.181,5.956,4.601,three_toed,Brown-throated sloth,1,least_concern
2501,7.418,61.384,6.597,3.733,three_toed,Brown-throated sloth,1,least_concern
2502,6.526,59.924,5.656,4.799,three_toed,Brown-throated sloth,1,least_concern
2503,8.325,62.601,7.138,3.637,three_toed,Brown-throated sloth,1,least_concern
2504,6.05,60.422,7.069,3.975,three_toed,Brown-throated sloth,1,least_concern
2505,8.632,60.565,5.587,4.598,three_toed,Brown-throated sloth,1,least_concern
2506,7.218,60.096,4.334,3.544,three_toed,Brown-throated sloth,1,least_concern
2507,5.853,61.127,5.736,3.828,three_toed,Brown-throated sloth,1,least_concern
2508,7.264,62.626,5.58,6.497,three_toed,Brown-throated sloth,1,least_concern
2509,7.793,59.579,7.74,4.365,three_toed,Brown-throated sloth,1,least_concern
2510,8.033,61.98,4.603,5.149,three_toed,Brown-throated sloth,1,least_concern
2511,5.229,59.31,4.285,3.736,three_toed,Brown-throated sloth,1,least_concern
2512,7.556,62.067,6.583,4.125,three_toed,Brown-throated sloth,1,least_concern
2513,5.783,61.714,6.315,3.266,three_toed,Brown-throated sloth,1,least_concern
2514,8.304,58.335,7.178,4.98,three_toed,Brown-throated sloth,1,least_concern
2515,6.381,61.549,4.702,4.545,three_toed,Brown-throated sloth,1,least_concern
2516,5.78,62.193,5.496,3.33,three_toed,Brown-throated sloth,1,least_concern
2517,7.797,62.232,6.102,0.946,three_toed,Brown-throated sloth,1,least_concern
2518,7.589,59.812,5.445,4.745,three_toed,Brown-throated sloth,1,least_concern
2519,7.129,60.989,5.325,2.885,three_toed,Brown-throated sloth,1,least_concern
2520,7.371,60.382,5.656,4.105,three_toed,Brown-throated sloth,1,least_concern
2521,8.763,62.822,7.64,3.312,three_toed,Brown-throated sloth,1,least_concern
2522,7.618,60.808,6.245,4.396,three_toed,Brown-throated sloth,1,least_concern
2523,8.242,60.888,5.709,5.141,three_toed,Brown-throated sloth,1,least_concern
2524,6.627,60.445,6.177,5.317,three_toed,Brown-throated sloth,1,least_concern
2525,6.039,62.145,6.228,2.095,three_toed,Brown-throated sloth,1,least_concern
2526,6.728,61.794,5.251,2.731,three_toed,Brown-throated sloth,1,least_concern
2527,7.788,60.046,5.851,4.47,three_toed,Brown-throated sloth,1,least_concern
2528,8.754,60.371,6.579,3.501,three_toed,Brown-throated sloth,1,least_concern
2529,8.644,63.277,5.169,3.885,three_toed,Brown-throated sloth,1,least_concern
2530,6.729,60.022,6.358,5.938,three_toed,Brown-throated sloth,1,least_concern
2531,7.405,60.42,3.205,4.45,three_toed,Brown-throated sloth,1,least_concern
2532,6.084,60.562,6.556,5.789,three_toed,Brown-throated sloth,1,least_concern
2533,7.266,61.928,4.064,4.985,three_toed,Brown-throated sloth,1,least_concern
2534,6.679,61.228,4.331,4.872,three_toed,Brown-throated sloth,1,least_concern
2535,7.848,60.674,4.743,4.109,three_toed,Brown-throated sloth,1,least_concern
2536,6.565,60.029,7.405,5.478,three_toed,Brown-throated sloth,1,least_concern
2537,7.919,61.203,4.851,6.076,three_toed,Brown-throated sloth,1,least_concern
2538,6.992,63.17,6.047,4.275,three_toed,Brown-throated sloth,1,least_concern
2539,7.763,59.969,6.139,4.276,three_toed,Brown-throated sloth,1,least_concern
2540,7.568,61.385,5.573,4.17,three_toed,Brown-throated sloth,1,least_concern
2541,6.863,61.455,6.16,5.153,three_toed,Brown-throated sloth,1,least_concern
2542,6.75,60.588,7.087,4.021,three_toed,Brown-throated sloth,1,least_concern
2543,7.036,62.225,6.189,3.738,three_toed,Brown-throated sloth,1,least_concern
2544,7.317,60.544,5.459,5.617,three_toed,Brown-throated sloth,1,least_concern
2545,7.043,60.372,6.656,2.568,three_toed,Brown-throated sloth,1,least_concern
2546,8.153,61.051,6.387,5.186,three_toed,Brown-throated sloth,1,least_concern
2547,9.312,60.659,8.368,4.575,three_toed,Brown-throated sloth,1,least_concern
2548,8.292,61.186,6.177,5.169,three_toed,Brown-throated sloth,1,least_concern
2549,8.892,63.207,6.297,4.834,three_toed,Brown-throated sloth,1,least_concern
2550,8.421,60.12,6.232,3.299,three_toed,Brown-throated sloth,1,least_concern
2551,7.815,59.767,6.406,2.304,three_toed,Brown-throated sloth,1,least_concern
2552,7.245,61.301,6.283,3.949,three_toed,Brown-throated sloth,1,least_concern
2553,6.83,62.473,5.457,5.207,three_toed,Brown-throated sloth,1,least_concern
2554,8.414,61.298,5.564,3.426,three_toed,Brown-throated sloth,1,least_concern
2555,7.783,60.989,5.195,3.502,three_toed,Brown-throated sloth,1,least_concern
2556,8.435,62.136,6.548,5.195,three_toed,Brown-throated sloth,1,least_concern
2557,6.821,59.892,5.461,2.658,three_toed,Brown-throated sloth,1,least_concern
2558,7.172,61.737,6.75,3.799,three_toed,Brown-throated sloth,1,least_concern
2559,9.625,60.794,6.466,5.042,three_toed,Brown-throated sloth,1,least_concern
2560,7.32,62.273,6.125,4.972,three_toed,Brown-throated sloth,1,least_concern
2561,7.658,60.959,6.115,3.627,three_toed,Brown-throated sloth,1,least_concern
2562,6.199,61.255,5.707,4.335,three_toed,Brown-throated sloth,1,least_concern
2563,8.302,62.31,5.976,3.592,three_toed,Brown-throated sloth,1,least_concern
2564,8.215,63.213,3.864,3.59,three_toed,Brown-throated sloth,1,least_concern
2565,8.957,59.32,6.952,5.606,three_toed,Brown-throated sloth,1,least_concern
2566,8.411,63.19,6.344,4.685,three_toed,Brown-throated sloth,1,least_concern
2567,6.671,60.936,4.629,2.614,three_toed,Brown-throated sloth,1,least_concern
2568,7.092,61.196,3.731,2.598,three_toed,Brown-throated sloth,1,least_concern
2569,8.342,62.557,3.564,4.524,three_toed,Brown-throated sloth,1,least_concern
2570,8.791,61.253,5.086,4.023,three_toed,Brown-throated sloth,1,least_concern
2571,7.196,60.361,5.092,4.586,three_toed,Brown-throated sloth,1,least_concern
2572,7.22,61.251,6.199,3.934,three_toed,Brown-throated sloth,1,least_concern
2573,7.231,59.543,5.508,5.496,three_toed,Brown-throated sloth,1,least_concern
2574,8.716,60.874,5.157,6.473,three_toed,Brown-throated sloth,1,least_concern
2575,7.542,61.216,4.805,4.739,three_toed,Brown-throated sloth,1,least_concern
2576,6.78,61.642,5.393,5.114,three_toed,Brown-throated sloth,1,least_concern
2577,6.641,58.99,4.65,5.414,three_toed,Brown-throated sloth,1,least_concern
2578,6.038,60.226,6.895,4.143,three_toed,Brown-throated sloth,1,least_concern
2579,8.621,60.69,6.119,5.981,three_toed,Brown-throated sloth,1,least_concern
2580,7.072,62.188,6.943,1.812,three_toed,Brown-throated sloth,1,least_concern
2581,7.48,61.684,3.796,3.683,three_toed,Brown-throated sloth,1,least_concern
2582,7.119,60.724,6.151,5.404,three_toed,Brown-throated sloth,1,least_concern
2583,6.486,61.302,3.634,5.202,three_toed,Brown-throated sloth,1,least_concern
2584,7.411,62.027,5.304,3.384,three_toed,Brown-throated sloth,1,least_concern
2585,8.313,60.784,5.781,3.142,three_toed,Brown-throated sloth,1,least_concern
2586,7.241,61.874,6.415,4.692,three_toed,Brown-throated sloth,1,least_concern
2587,6.481,61.751,6.917,6.34,three_toed,Brown-throated sloth,1,least_concern
2588,7.351,61.034,6.659,5.047,three_toed,Brown-throated sloth,1,least_concern
2589,6.723,61.606,6.276,3.589,three_toed,Brown-throated sloth,1,least_concern
2590,7.014,60.254,2.694,3.978,three_toed,Brown-throated sloth,1,least_concern
2591,9.009,62.625,4.715,4.635,three_toed,Brown-throated sloth,1,least_concern
2592,5.624,60.774,5.365,5.566,three_toed,Brown-throated sloth,1,least_concern
2593,8.532,60.368,4.711,3.66,three_toed,Brown-throated sloth,1,least_concern
2594,8.469,60.345,4.639,5.159,three_toed,Brown-throated sloth,1,least_concern
2595,9.067,59.849,5.088,5.001,three_toed,Brown-throated sloth,1,least_concern
2596,9.021,60.938,6.814,3.938,three_toed,Brown-throated sloth,1,least_concern
2597,8.937,60.495,6.075,5.387,three_toed,Brown-throated sloth,1,least_concern
2598,7.594,61.318,6.003,3.775,three_toed,Brown-throated sloth,1,least_concern
2599,6.176,61.971,6.153,4.121,three_toed,Brown-throated sloth,1,least_concern
2600,7.841,59.025,4.751,3.376,three_toed,Brown-throated sloth,1,least_concern
2601,5.603,60.841,6.356,4.794,three_toed,Brown-throated sloth,1,least_concern
2602,8.467,61.097,6.723,3.842,three_toed,Brown-throated sloth,1,least_concern
2603,9.113,60.589,5.947,5.339,three_toed,Brown-throated sloth,1,least_concern
2604,7.4,61.111,5.795,4.497,three_toed,Brown-throated sloth,1,least_concern
2605,7.891,60.821,5.976,3.339,three_toed,Brown-throated sloth,1,least_concern
2606,7.609,60.09,5.38,5.642,three_toed,Brown-throated sloth,1,least_concern
2607,7.206,61.676,6.724,4.866,three_toed,Brown-throated sloth,1,least_concern
2608,8.793,60.129,6.483,6.549,three_toed,Brown-throated sloth,1,least_concern
2609,8.106,61.471,7.198,4.553,three_toed,Brown-throated sloth,1,least_concern
2610,6.279,61.668,4.386,4.108,three_toed,Brown-throated sloth,1,least_concern
2611,8.101,60.059,5.553,4.539,three_toed,Brown-throated sloth,1,least_concern
2612,7.274,60.028,5.42,3.916,three_toed,Brown-throated sloth,1,least_concern
2613,7.666,61.504,5.578,5.24,three_toed,Brown-throated sloth,1,least_concern
